id,label
21790,3
14759,2
5152,0
21461,3
942,1
27576,3
654,0
24570,3
14489,1
2569,2
13325,0
19195,3
6657,0
32763,3
18322,3
18408,3
20359,3
12264,1
25054,3
3746,1
14965,1
5808,0
28499,3
8,1
10805,0
27080,3
25265,3
31366,3
27799,3
30296,3
32976,3
21903,3
19494,3
25151,3
1141,2
24677,3
1064,0
23080,3
2377,0
12901,1
21694,3
1403,0
10520,1
28233,3
20133,3
22702,3
19920,3
27949,3
16211,1
29952,3
9726,1
22276,3
10658,1
3614,0
6797,0
29296,3
18296,3
3121,0
11655,0
13613,0
619,1
6168,2
31799,3
13820,2
21205,3
4181,0
21556,3
33080,3
31923,3
3142,0
20722,3
3009,0
24192,3
14025,0
17649,3
29545,3
24998,3
21834,3
6033,0
10625,0
5564,0
2565,0
7770,0
8096,0
1661,2
29865,3
29132,3
11709,2
15651,0
27961,3
4297,2
30219,3
21089,3
26549,3
5306,0
14112,0
15077,2
5427,0
2831,0
23858,3
31024,3
12791,0
3323,1
24362,3
19034,3
26655,3
12080,2
5657,0
26756,3
917,1
25937,3
10158,0
318,0
18022,3
34054,3
16575,3
13530,0
7335,2
26270,3
13407,1
23002,3
26944,3
26575,3
19882,3
14793,0
26517,3
17545,3
8967,0
16510,3
19436,3
33385,3
11424,0
28671,3
32216,3
33985,3
32489,3
17642,3
1293,2
2979,0
8919,0
26970,3
12178,0
9522,0
11868,1
225,1
23441,3
3889,1
30172,3
8469,1
7820,0
4863,0
2448,0
24249,3
17098,3
22423,3
30874,3
23925,3
26486,3
25912,3
16533,3
14742,0
21859,3
11789,0
32152,3
26057,3
20574,3
4400,2
6407,1
5285,0
8134,0
11790,0
18792,3
32713,3
13017,0
32702,3
7763,1
26727,3
28974,3
20521,3
9852,0
11616,0
7612,0
17478,3
12548,1
32673,3
25500,3
3217,0
23102,3
4966,0
17873,3
2171,0
26278,3
2296,0
9001,0
25737,3
32696,3
16046,0
14171,0
10171,1
2538,0
26637,3
28061,3
23193,3
5221,0
14675,0
2149,1
27739,3
19897,3
15229,0
29167,3
27925,3
30342,3
34138,3
13499,0
30051,3
23050,3
30175,3
30349,3
11961,1
24131,3
7194,0
2936,0
24243,3
33513,3
28106,3
30532,3
8063,0
21518,3
738,2
1074,1
1991,1
32867,3
3875,2
31416,3
3736,2
26441,3
2736,1
17312,3
2654,1
28431,3
21522,3
17910,3
34140,3
19095,3
19573,3
26735,3
20033,3
7574,0
9678,0
18246,3
8153,1
365,1
24756,3
15791,0
28641,3
25720,3
31591,3
6215,1
30352,3
8518,0
1837,1
11982,0
11091,0
20825,3
21136,3
19990,3
12287,2
1761,0
28419,3
989,0
2576,0
7203,0
20036,3
6261,0
27814,3
33065,3
6175,0
15899,0
31454,3
27017,3
33333,3
31706,3
31734,3
2361,0
31825,3
5232,0
4875,1
7319,0
11223,0
2016,0
21109,3
26298,3
19514,3
18575,3
8894,0
33884,3
27829,3
21060,3
15638,0
33649,3
25722,3
27577,3
19020,3
21267,3
21691,3
12492,0
22638,3
6365,1
16607,3
25645,3
10672,0
12145,0
13790,0
18278,3
17820,3
32838,3
4544,2
25189,3
16794,3
590,0
25062,3
32888,3
31721,3
3673,0
27662,3
7829,2
9839,0
17272,3
15207,1
27424,3
34010,3
2409,0
26452,3
10429,1
11200,0
12000,1
21791,3
20985,3
28422,3
207,0
24020,3
11885,0
22331,3
26841,3
27654,3
18330,3
9022,0
8137,0
3148,0
28710,3
31104,3
32697,3
30559,3
30212,3
31549,3
3077,1
786,0
23124,3
8341,0
12333,0
18468,3
3271,0
23383,3
17865,3
6813,0
15470,1
23161,3
19496,3
5530,0
23851,3
31359,3
28213,3
4014,0
25723,3
29872,3
28854,3
20409,3
15382,0
7370,0
303,1
25264,3
9059,0
19695,3
31787,3
33473,3
28959,3
16804,3
31627,3
22780,3
33930,3
25702,3
3514,0
5786,1
3762,0
19712,3
260,0
21712,3
5099,0
14004,0
17967,3
25347,3
21530,3
13925,0
25942,3
18028,3
10946,0
26601,3
28263,3
33283,3
27995,3
28707,3
34241,3
18808,3
21021,3
32268,3
25930,3
8590,0
21757,3
21952,3
81,0
26386,3
1061,1
22767,3
19636,3
21860,3
19984,3
20028,3
30747,3
23655,3
9774,1
5183,2
33293,3
26877,3
31400,3
22474,3
13962,0
6081,0
22744,3
17402,3
16371,3
6568,0
23833,3
29251,3
22683,3
1590,1
33441,3
22195,3
32590,3
14700,0
17756,3
4511,2
33187,3
28303,3
1436,0
18354,3
31691,3
8899,0
3159,2
21774,3
3075,0
21978,3
7171,0
33390,3
21494,3
12630,0
24145,3
25611,3
19786,3
4591,0
24684,3
34190,3
24010,3
5333,1
28732,3
1984,1
21909,3
12434,1
27122,3
17835,3
21103,3
10335,1
33447,3
24194,3
7479,0
29788,3
13042,0
1235,0
27839,3
11417,0
21315,3
24597,3
19128,3
24807,3
9420,2
8576,2
18526,3
29219,3
170,2
10975,0
11993,0
29282,3
4084,0
2113,0
4916,0
18725,3
571,1
20186,3
31597,3
6821,1
22077,3
13354,1
12430,0
28799,3
19495,3
5236,1
24031,3
10501,0
27548,3
15094,1
16586,3
3199,2
27266,3
5883,0
26076,3
10296,0
8732,0
15722,0
13509,0
23294,3
26962,3
30710,3
33543,3
9530,0
14404,0
24440,3
20089,3
26838,3
11130,2
7927,0
26354,3
28806,3
11241,1
22937,3
14400,0
1975,1
637,2
2574,0
32565,3
24158,3
30216,3
24370,3
17462,3
25120,3
657,0
3115,1
6026,0
27026,3
14812,0
15153,0
26568,3
29770,3
21135,3
23097,3
32264,3
24850,3
3234,0
14712,0
18703,3
19513,3
529,2
8704,1
10949,0
3416,1
21235,3
10416,0
9334,0
1291,0
2876,0
7651,0
4723,0
3557,0
18138,3
25066,3
1886,0
7322,0
8934,1
7215,2
31095,3
29594,3
20023,3
26896,3
1398,2
12189,2
9160,1
26579,3
33486,3
21345,3
626,2
11820,1
24198,3
18129,3
10118,0
18584,3
7408,0
1626,1
8277,0
33625,3
18874,3
7022,0
11706,1
21947,3
10352,0
5128,0
2297,0
11225,0
16024,2
22841,3
23573,3
25222,3
29307,3
18787,3
11829,2
761,0
10125,2
18329,3
90,1
20068,3
14973,1
13366,0
28184,3
4201,0
6054,0
582,0
12598,1
121,0
713,1
718,0
24498,3
7423,0
12401,1
4234,0
9453,0
32280,3
970,0
33883,3
6867,0
34018,3
23827,3
33841,3
12706,1
19859,3
3460,1
29840,3
29191,3
24963,3
8604,2
32075,3
18975,3
8230,0
25470,3
32118,3
13091,0
29598,3
5367,0
592,2
19624,3
15146,0
4327,0
13265,0
19793,3
11328,0
8701,0
33909,3
28650,3
6602,0
1834,2
27800,3
10220,2
7403,1
28883,3
8528,1
7250,1
16075,0
7681,0
12015,0
23610,3
16880,3
26680,3
26623,3
1918,0
12867,0
28584,3
30897,3
32197,3
33356,3
21682,3
7849,0
12499,0
7053,0
21462,3
1681,0
20854,3
32652,3
13162,0
7765,1
1799,0
21232,3
13809,0
15243,1
19820,3
28251,3
2881,0
12649,2
8714,0
6644,2
19031,3
8159,0
27171,3
3073,0
25886,3
246,0
12379,0
33360,3
18053,3
12227,2
28401,3
30376,3
16501,3
5943,0
23207,3
26888,3
10978,0
8232,2
18343,3
19302,3
34089,3
19949,3
26814,3
11377,0
24481,3
33835,3
20214,3
30056,3
25107,3
9480,0
33694,3
1525,1
3442,0
2181,1
15394,0
25219,3
5946,1
30884,3
27200,3
21300,3
26535,3
29832,3
29557,3
9358,0
9139,2
27590,3
719,0
8198,0
13228,0
31076,3
31907,3
6238,2
27081,3
33237,3
26408,3
31987,3
19362,3
13722,0
16402,3
2837,0
6080,0
21219,3
11534,0
13615,0
26246,3
1156,0
21261,3
4911,0
22679,3
14386,0
11185,0
26167,3
22839,3
33170,3
5347,0
10574,1
22348,3
30203,3
32738,3
5194,1
3646,1
30741,3
18402,3
17636,3
6482,2
30963,3
15861,1
22944,3
31756,3
33031,3
20088,3
23213,3
10589,0
15293,0
29651,3
11555,0
18951,3
20337,3
6300,0
2605,2
17066,3
26724,3
60,0
26747,3
33959,3
14443,2
6374,0
20940,3
14780,2
6928,0
12678,0
28656,3
6885,0
27770,3
5470,2
31371,3
33501,3
6347,0
11979,0
31827,3
1388,2
27551,3
1896,0
33506,3
24841,3
7839,1
17370,3
20843,3
14096,0
11253,0
25295,3
16632,3
12545,2
6224,0
6377,1
15622,0
20222,3
21397,3
26034,3
23638,3
16506,3
9031,0
24023,3
14619,0
20593,3
13489,0
33247,3
133,0
1541,0
22728,3
33120,3
10351,1
23197,3
20315,3
5634,0
27679,3
16068,1
2118,1
27056,3
31521,3
1605,0
19105,3
31633,3
23127,3
1286,0
9857,0
20189,3
31392,3
1229,0
10192,1
20049,3
13438,0
13821,0
32811,3
31280,3
3112,1
31245,3
23736,3
32779,3
1691,0
30833,3
19477,3
14285,2
32091,3
11951,2
28541,3
19677,3
33896,3
3413,0
15998,0
22063,3
516,1
28424,3
32880,3
5438,0
31580,3
27549,3
29843,3
26547,3
27077,3
9311,0
6878,1
19679,3
10627,0
32428,3
12763,0
22361,3
32508,3
9256,0
28275,3
13754,0
26218,3
13252,0
15375,1
2347,0
23496,3
11491,0
31583,3
16518,3
19269,3
5190,2
1700,0
10104,0
15788,0
31951,3
33827,3
12342,0
18821,3
31267,3
17376,3
13386,0
4391,2
14673,0
5262,1
21686,3
14203,0
471,1
18002,3
4716,2
16898,3
3332,2
33611,3
19247,3
19827,3
7133,0
4332,0
20048,3
3193,1
2084,0
25905,3
3101,1
16108,0
23987,3
23783,3
28238,3
402,2
21534,3
26822,3
18860,3
19147,3
18837,3
33173,3
29473,3
22124,3
30705,3
12946,1
19787,3
10587,0
24123,3
25650,3
12139,2
10852,0
1788,0
5747,0
1848,2
8465,0
11310,0
7660,0
8414,0
24754,3
10732,1
28623,3
29531,3
6922,0
19703,3
7062,0
26175,3
26795,3
20279,3
18619,3
684,0
5805,0
19158,3
10309,0
18034,3
1007,0
22358,3
29495,3
28543,3
10837,2
23417,3
18294,3
23154,3
13895,0
19566,3
16195,1
24450,3
28017,3
12028,0
22530,3
6458,1
33488,3
33432,3
16156,0
29512,3
28147,3
29755,3
16548,3
9342,0
14077,0
20376,3
17395,3
22259,3
2427,1
31835,3
22559,3
2749,0
16226,1
15139,0
23186,3
25746,3
7505,0
34148,3
23019,3
26614,3
3135,0
15428,0
26501,3
20292,3
33849,3
25509,3
19288,3
31867,3
28996,3
18645,3
16159,2
6399,1
29633,3
31576,3
15332,1
20522,3
32215,3
28741,3
2816,0
7676,1
27597,3
31971,3
18279,3
15404,0
8030,0
24247,3
22620,3
16969,3
19529,3
12527,2
17810,3
7373,0
19834,3
24177,3
82,0
26115,3
8809,0
1321,1
1736,0
27280,3
20608,3
22955,3
15078,0
11800,0
24802,3
16397,3
11396,0
10914,0
34154,3
4541,0
6209,0
19054,3
18173,3
15994,2
7803,0
25174,3
12658,1
23490,3
5926,0
10377,1
32988,3
25903,3
10278,0
16181,0
27611,3
5355,0
1054,0
25119,3
16914,3
29971,3
21426,3
12778,1
7530,0
16695,3
1990,0
25049,3
28379,3
28406,3
16143,1
32188,3
7008,0
11593,0
18923,3
30853,3
5408,0
28616,3
2794,0
5276,1
28296,3
2459,1
6341,1
29538,3
23986,3
9871,0
8744,0
28343,3
4252,1
5595,1
19221,3
31816,3
27893,3
15974,0
9788,0
27060,3
6028,0
34048,3
21253,3
7324,1
9840,1
28210,3
7393,0
27718,3
22056,3
9491,0
27756,3
25819,3
21380,3
7697,0
16381,3
23388,3
25922,3
29700,3
30110,3
3509,1
8993,0
15048,1
4542,0
17823,3
33027,3
29095,3
7209,2
13447,1
19375,3
22603,3
6201,0
17284,3
13257,2
31673,3
19271,3
28614,3
31290,3
31594,3
22832,3
16193,1
23415,3
22922,3
551,0
23980,3
27239,3
16777,3
28935,3
7375,1
17004,3
19459,3
34101,3
25329,3
11568,2
23650,3
17550,3
21972,3
24360,3
14872,0
33792,3
3228,0
28051,3
1256,1
12700,0
18314,3
17366,3
5397,0
21532,3
14065,0
25755,3
22943,3
622,0
17712,3
9914,0
12305,0
20169,3
24351,3
1338,0
25673,3
17337,3
16013,1
828,0
7639,2
5695,0
18643,3
22219,3
25453,3
10787,0
22711,3
16583,3
4506,0
30418,3
33316,3
23623,3
6268,1
15474,0
2804,0
15282,0
5628,1
33367,3
4597,0
31640,3
15564,0
6284,1
9199,0
14955,2
4711,0
30055,3
13545,0
5875,0
17077,3
23901,3
19644,3
5434,0
6544,0
5962,0
24670,3
14496,2
12588,0
4434,2
21418,3
16940,3
15213,1
20093,3
5299,0
20632,3
8387,0
19794,3
22106,3
15740,2
30862,3
11643,1
18501,3
15277,2
8394,0
11598,2
31900,3
32334,3
13813,2
27564,3
11612,0
21445,3
26772,3
31663,3
34155,3
26383,3
17537,3
650,0
17195,3
32380,3
14653,0
13122,2
2903,0
25957,3
21874,3
26171,3
25778,3
24423,3
33122,3
27121,3
19389,3
15205,0
31877,3
9203,0
10247,2
17906,3
26751,3
2080,0
2525,1
17658,3
4304,0
24767,3
9736,1
14024,0
10803,0
23220,3
9606,0
29721,3
30768,3
31548,3
25558,3
12774,2
34247,3
23855,3
13632,0
11375,0
7855,0
20470,3
2189,0
21396,3
20185,3
15908,2
17038,3
2475,1
34198,3
20811,3
29442,3
13034,2
6714,0
12168,0
26497,3
34151,3
27688,3
17727,3
3375,0
17392,3
2609,0
18364,3
15097,0
22632,3
25814,3
6987,0
3524,0
32003,3
30433,3
31863,3
6730,0
29831,3
3651,0
2728,0
2391,0
12050,0
16261,3
8953,2
23034,3
31647,3
28124,3
20485,3
29921,3
31042,3
25057,3
7754,0
8367,0
11693,2
27019,3
7687,2
12057,0
32727,3
11206,2
13000,0
22710,3
33498,3
18588,3
700,2
28135,3
11044,0
14301,0
18345,3
33414,3
17219,3
1237,1
412,0
30540,3
25889,3
1118,1
17631,3
17226,3
2039,1
21498,3
16416,3
18842,3
29640,3
29145,3
31012,3
7233,1
21615,3
28366,3
30080,3
33928,3
14056,2
7912,0
6631,0
16508,3
5137,0
26242,3
8622,0
19857,3
1982,1
34232,3
11497,0
13473,0
17924,3
6723,1
23943,3
24699,3
8195,2
5504,0
28771,3
31168,3
26936,3
3756,0
2001,2
12280,0
7922,1
27524,3
12404,0
6072,0
26241,3
28386,3
13152,0
22426,3
34028,3
31207,3
23723,3
10844,1
6533,0
22910,3
6699,0
25754,3
20858,3
12107,0
13247,2
30148,3
28521,3
1215,0
17765,3
33668,3
4590,2
27401,3
10156,0
15863,0
6277,0
30711,3
13099,0
3970,1
28972,3
11464,0
30864,3
10883,2
11494,1
7873,0
24076,3
29894,3
13597,0
31170,3
6909,0
25681,3
5091,0
17921,3
3076,0
12871,1
29452,3
25918,3
33948,3
17606,3
29090,3
4611,0
23467,3
28994,3
23917,3
5357,0
11818,0
14478,0
18540,3
16535,3
4104,0
11336,0
26326,3
3728,0
3939,0
15739,0
27575,3
33765,3
28720,3
13306,0
10737,0
21022,3
30438,3
8918,0
7341,0
2204,0
10288,1
77,0
492,1
7629,0
24324,3
28913,3
31349,3
18469,3
5104,0
19024,3
25791,3
32408,3
32878,3
11953,1
5671,0
26126,3
1152,0
236,1
7943,0
31972,3
5545,0
14271,0
28046,3
3062,1
5508,1
19999,3
2009,0
4867,1
17608,3
7985,0
13781,0
6263,1
1629,0
9499,0
9379,1
34277,3
33284,3
26984,3
27010,3
24482,3
23525,3
6574,0
6649,0
29294,3
9510,0
27286,3
27467,3
6032,1
17870,3
29817,3
6594,0
25252,3
13657,0
28747,3
1849,0
30926,3
30629,3
30849,3
4588,2
24354,3
29359,3
7709,1
3726,0
24555,3
33900,3
12119,0
19940,3
21246,3
12013,0
27049,3
4178,2
5679,0
10151,0
30518,3
11058,0
3058,0
6325,1
3492,1
9170,0
31847,3
19725,3
12851,2
26422,3
24357,3
31985,3
21201,3
9564,0
31800,3
1056,0
12043,0
11791,0
20649,3
19606,3
29159,3
7366,2
20609,3
8523,0
24171,3
14515,0
6089,0
7402,0
28703,3
23654,3
7395,0
22643,3
20885,3
29929,3
18948,3
2002,2
26097,3
4156,0
1876,0
27827,3
4310,0
32777,3
17567,3
16825,3
8099,2
22846,3
2509,0
4734,1
10496,2
9080,0
20942,3
6305,1
23334,3
8859,0
23846,3
23513,3
6901,0
14925,1
17085,3
14841,2
31204,3
28247,3
33047,3
15444,0
24013,3
29105,3
24235,3
7014,2
9799,0
30774,3
9995,0
22600,3
34157,3
21217,3
27758,3
23976,3
28848,3
126,0
3625,2
1772,0
16396,3
5659,1
15697,0
5594,0
34111,3
4491,0
18544,3
33445,3
6226,0
15254,0
14568,2
33380,3
15343,0
23291,3
19894,3
7240,0
7172,0
19286,3
23661,3
26296,3
18907,3
10959,0
19007,3
25152,3
25938,3
11458,1
4696,0
17209,3
18376,3
31856,3
2560,0
1745,0
21370,3
19524,3
14013,0
6381,0
237,1
7367,2
20545,3
7827,0
33837,3
32564,3
26770,3
26947,3
7969,0
28021,3
30152,3
3582,1
9234,2
27333,3
21980,3
4272,0
21030,3
5579,1
14687,0
11837,2
28857,3
4271,1
9166,0
29431,3
8946,1
16323,3
20539,3
32209,3
10431,0
17787,3
23036,3
8401,0
18499,3
15769,2
1047,1
22019,3
21678,3
28505,3
17563,3
32596,3
22512,3
24288,3
32134,3
21598,3
27127,3
26042,3
19875,3
15650,0
7184,2
1000,2
3238,0
13719,1
33039,3
21138,3
26959,3
12722,0
15173,0
32984,3
14246,0
25920,3
31741,3
2219,1
31872,3
22624,3
33023,3
5212,1
15813,1
30871,3
4370,0
8682,0
4959,0
28231,3
16432,3
9704,0
6956,0
30988,3
32481,3
8962,0
9720,0
20322,3
32756,3
33834,3
33956,3
2513,1
5248,0
23330,3
30445,3
3999,0
8987,0
2010,0
7549,1
21078,3
31806,3
7298,0
26807,3
8844,1
21870,3
7238,0
8639,2
23940,3
10420,1
23281,3
30858,3
7637,1
9531,2
4305,2
6271,0
3994,0
2121,0
27044,3
1608,0
10704,0
11219,0
33460,3
31413,3
27657,3
3344,0
4634,0
7016,2
7923,1
13258,0
33161,3
14178,0
13826,0
11471,1
22376,3
23201,3
2407,0
17168,3
424,0
31291,3
26779,3
9458,0
23005,3
30163,3
21017,3
8929,0
16574,3
6473,1
26844,3
11303,1
7631,2
20428,3
123,1
4066,0
32578,3
16123,1
26908,3
11764,2
14632,1
30168,3
31630,3
28129,3
8017,0
33609,3
30735,3
30798,3
25323,3
21177,3
14740,0
1378,0
30716,3
28064,3
13518,0
28441,3
9467,0
19522,3
13856,1
28693,3
2120,1
21956,3
4010,0
19324,3
17426,3
30622,3
10001,2
10832,0
11203,0
10458,0
20481,3
28474,3
26617,3
21799,3
7213,0
27427,3
32922,3
1600,0
21146,3
25196,3
26593,3
34166,3
23449,3
29844,3
937,0
2821,0
4735,0
31495,3
16726,3
9079,0
28054,3
11610,0
17737,3
16921,3
21340,3
16377,3
30472,3
32017,3
2878,1
10051,2
5346,0
22719,3
416,0
19563,3
22095,3
25167,3
21162,3
30587,3
12413,1
25206,3
26538,3
1308,0
28713,3
28726,3
30195,3
3991,2
24768,3
19399,3
4582,2
8312,0
9109,1
22644,3
33369,3
28436,3
19584,3
23372,3
22372,3
13214,1
8544,0
26343,3
25270,3
11261,0
26423,3
8335,2
19485,3
4053,0
16393,3
10436,0
5455,2
4983,0
30030,3
25007,3
1968,0
3615,2
21796,3
24812,3
21960,3
30364,3
24930,3
15448,1
23704,3
13659,0
18859,3
28839,3
31378,3
1326,0
29784,3
19601,3
28344,3
28446,3
9076,0
18188,3
6587,1
3546,2
29208,3
14634,0
144,1
3691,0
14373,0
23402,3
22759,3
25046,3
4416,0
8600,1
7501,0
2991,0
11159,0
17851,3
29525,3
20294,3
30592,3
9870,0
23715,3
8005,2
10791,0
1976,2
22482,3
31714,3
30,0
32784,3
27164,3
33984,3
31652,3
896,2
12362,0
27810,3
19193,3
7149,1
28413,3
2351,0
17288,3
18883,3
23274,3
27298,3
31145,3
3559,0
8299,0
9132,0
15553,0
24705,3
16709,3
15751,1
5421,0
31534,3
31737,3
15866,2
4602,0
7491,1
24869,3
24871,3
7782,1
3817,0
9581,0
5087,2
11626,0
22434,3
21717,3
20132,3
14140,0
19803,3
16640,3
14416,2
9648,0
22151,3
27879,3
13218,1
29116,3
2516,0
9143,0
21001,3
142,0
21247,3
25851,3
28440,3
16799,3
6742,0
29428,3
341,0
30406,3
3230,0
2808,2
16735,3
24061,3
28648,3
20525,3
19556,3
32879,3
19304,3
9047,2
23617,3
7377,0
33740,1
7247,0
16231,0
32542,3
19927,3
24588,3
25144,3
14091,0
24532,3
33880,3
19824,3
29740,3
15928,0
17786,3
3398,0
10145,0
3083,2
28859,3
4333,0
23902,3
6114,0
14975,1
11056,1
1208,0
29688,3
20998,3
26473,3
26946,3
13791,0
4842,0
8942,0
4839,0
24534,3
19851,3
32487,3
16265,3
32248,3
9340,2
8597,0
27684,3
20232,3
31975,3
26613,3
21010,3
18740,3
28328,3
17135,3
532,0
413,0
23918,3
29711,3
5277,2
29031,3
9750,2
27456,3
6064,0
22278,3
17777,3
8903,1
22118,3
437,0
2253,1
18168,3
22564,3
4131,0
2769,0
12887,2
24033,3
21670,3
22031,3
26744,3
20866,3
16899,3
27750,3
23406,3
14655,0
18237,3
3041,2
25744,3
8286,1
27015,3
2536,0
17704,3
22574,3
10582,0
32420,3
5047,0
9257,0
10703,1
21856,3
1797,3
28312,3
5156,1
10281,2
4289,0
22684,3
11762,0
27438,3
11405,2
18574,3
5777,2
25908,3
34007,3
33512,3
33253,3
29517,3
21159,3
14557,0
16300,3
12808,2
5410,0
13981,1
24735,3
10405,1
15060,0
21119,3
275,2
13842,0
28779,3
14296,0
15259,0
10877,1
6323,0
32871,3
29620,3
20277,3
8957,2
28773,3
4667,1
3048,2
28585,3
16218,0
7984,2
30277,3
26723,3
33763,3
11788,1
25388,3
11442,2
11352,1
25032,3
29052,3
6774,0
29681,3
1692,0
30801,3
30127,3
18798,3
5666,1
33657,3
9610,0
13886,0
7779,2
7244,0
11618,0
32633,3
8764,0
23950,3
30447,3
22165,3
32037,3
10519,2
4982,1
17236,3
10748,0
10909,0
5673,0
8611,2
23217,3
10206,0
28081,3
10119,0
7117,0
34183,3
27751,3
2836,0
26638,3
21221,3
16868,3
10276,0
26577,3
5749,0
12699,1
24173,3
8430,0
24225,3
18226,3
20856,3
34220,3
28264,3
6893,0
33878,3
26774,3
12039,1
814,1
29226,3
6361,1
1767,0
460,0
3718,0
33791,3
29264,3
11921,0
8623,0
17809,3
32333,3
16325,3
18785,3
33723,3
29415,3
13178,0
16451,3
33608,3
6400,0
25180,3
1111,0
5535,0
1216,2
11539,1
24214,3
21195,3
23072,3
19685,3
15225,1
6146,0
28717,3
15049,2
18754,3
7993,0
12064,1
17784,3
8886,1
9325,0
4976,0
19335,3
22129,3
32625,3
13776,0
23676,3
3475,0
15947,1
1651,0
1944,0
32890,3
6840,1
27753,3
31641,3
22396,3
15956,0
24098,3
24870,3
20058,3
27874,3
18317,3
11890,1
20504,3
27877,3
11459,1
30636,3
14449,0
32164,3
16580,3
2659,0
19664,3
6115,0
19592,3
3293,0
15233,2
23178,3
6888,2
23732,3
13646,0
30703,3
20967,3
27451,3
29763,3
28784,3
10666,1
28921,3
28965,3
20052,3
28881,3
29194,3
23165,3
12190,0
2873,0
30618,3
29100,3
1827,0
30931,3
5066,0
16576,3
2327,0
31599,3
15220,0
20995,3
28443,3
28111,3
28672,3
13271,1
22299,3
26710,3
19545,3
11932,0
5787,0
24847,3
28464,3
2963,0
16737,3
20821,3
12682,0
17812,3
10800,0
2326,0
5717,0
12295,0
19239,3
19279,3
5733,0
25715,3
2374,1
24334,3
33622,3
14980,0
22303,3
3391,0
27287,3
3453,2
32570,3
18549,3
31461,3
14308,1
25446,3
6605,0
6598,0
24154,3
13285,0
19589,3
28909,3
19887,3
22917,3
1660,1
19119,3
33286,3
10976,1
16582,3
33411,3
21987,3
33776,3
2975,0
8983,1
9836,1
10578,0
13906,1
19925,3
21826,3
24659,3
34216,3
26948,3
22845,3
25070,3
25816,3
22088,3
17590,3
14006,0
29321,3
33804,3
1882,0
1351,0
13044,0
25757,3
6696,0
3949,0
21571,3
27396,3
22907,3
12474,0
31559,3
19457,3
13402,0
13484,1
11374,1
567,0
3712,0
13075,2
31964,3
428,0
5753,2
247,2
23187,3
17340,3
7535,2
3092,0
9703,1
8474,0
26909,3
14914,0
32098,3
6320,0
20679,3
12372,0
12526,1
19762,3
16454,3
7110,0
20770,3
23477,3
16598,3
20910,3
6251,0
27488,3
22982,3
32655,3
20689,3
17610,3
7565,0
32814,3
20767,3
25225,3
19661,3
4029,0
25843,3
3337,0
9068,0
18760,3
22411,3
11286,1
28392,3
22810,3
22670,3
1294,0
12493,0
1962,0
1065,0
893,2
29348,3
21440,3
21306,3
13250,0
3652,2
13708,1
22726,3
2029,0
11637,1
1225,0
21342,3
30986,3
27358,3
23728,3
5422,0
22608,3
16928,3
18960,3
15399,2
19519,3
32735,3
21389,3
1200,0
20698,3
23312,3
24928,3
32874,3
20180,3
32120,3
26256,3
22305,3
15579,1
8699,1
14966,0
30240,3
2344,0
17346,3
26276,3
21730,3
14713,0
13127,0
2043,1
15724,2
30615,3
29820,3
8829,0
16521,3
18965,3
34196,3
25073,3
13989,0
30943,3
24861,3
7248,0
27528,3
33627,3
26893,3
22333,3
18919,3
17882,3
19199,3
21562,3
22950,3
26084,3
4900,0
24397,3
32649,3
10314,0
23971,3
4515,0
21266,3
16881,3
27291,3
18681,3
22847,3
13811,1
9403,2
16837,3
14073,0
15540,0
27262,3
21612,3
17531,3
16941,3
15216,0
1276,2
15954,0
1037,0
14224,0
10924,0
6416,1
16103,0
15614,0
1508,1
5096,0
18146,3
7340,2
6501,0
32698,3
9010,1
2542,0
2362,0
3459,0
22024,3
24174,3
23997,3
15318,0
7746,2
9721,0
5001,0
7161,0
4492,0
24675,3
32205,3
8272,0
5849,2
5633,0
16783,3
18568,3
2947,0
34275,3
13015,2
18320,3
26714,3
26267,3
469,0
34125,3
18490,3
30033,3
12011,0
22579,3
5766,0
14079,1
32834,3
21427,3
17732,3
4552,0
21906,3
14674,0
25178,3
13253,2
16133,0
25530,3
17518,3
33484,3
2047,0
25333,3
20198,3
5075,0
24175,3
25036,3
12116,0
12977,0
2281,0
2370,1
18286,3
17630,3
4379,0
13058,0
26900,3
7177,0
26051,3
32900,3
17100,3
29686,3
13242,2
25390,3
31460,3
29001,3
17905,3
27681,3
28447,3
29554,3
22075,3
24641,3
10294,0
10750,1
20529,3
27635,3
27109,3
25455,3
10334,2
25788,3
25367,3
25764,3
21888,3
24398,3
18762,3
28400,3
8856,2
13188,1
17361,3
25365,3
1440,0
21199,3
30419,3
26352,3
25331,3
14870,2
9812,0
26594,3
24407,3
25917,3
27939,3
5863,2
33071,3
19471,3
10049,1
27314,3
14510,0
23501,3
19470,3
19667,3
7315,2
29568,3
32175,3
736,0
34147,3
25132,3
22256,3
9617,0
7100,0
3418,0
27016,3
29766,3
30825,3
27938,3
11350,0
15706,2
4530,1
32732,3
9119,1
9551,1
12668,0
5528,2
33661,3
27099,3
22416,3
2034,1
4184,1
15095,0
2323,2
23155,3
20692,3
1458,2
32973,3
9873,0
17925,3
14120,0
12327,0
26677,3
21495,3
15465,0
10626,2
16516,3
6151,2
27811,3
1705,0
11974,1
12129,0
2579,0
17515,3
29464,3
24707,3
25607,3
29283,3
10261,0
10507,0
6290,0
9846,0
15100,0
18360,3
257,0
24854,3
18110,3
9821,0
12332,0
26988,3
33030,3
27841,3
13645,0
30610,3
8459,2
28138,3
8669,0
18994,3
28284,3
10426,1
482,0
19960,3
33263,3
7473,2
16345,3
10189,0
18566,3
