id,name,text,label
1314,"""Ian MacNaughton""",1925 births;2002 deaths;British television ;British television producers;British film ;People from Glasgow;,2
8687,"""Rosalind Knight""",1933 births;British actors;Living people;,0
30967,"""Unidentified""",2006 films;Science fiction films;Christian films;American films;English-language films;Fictional extraterrestrial characters;Films set in Texas;Alien visitation films;Children's fantasy films;Independent films;,3
30046,"""The Chase  """,1994 films;American films;Criminal comedy films;English-language films;Road ;,3
24099,"""Custer's Last Stand (serial)""",1936 films;Film serials;American films;English-language films;Black and white films;1930s western films;War films;Independent films;,3
4203,"""Jon Keeyes""",American film ;American film producers;American screens;1969 births;Living people;,1
28563,"""Digging to China""",1998 films;American films;1990s drama films;Coming-of-age films;English-language films;,3
14290,"""Lolita Davidovich""","1961 births;Serbian Canadians;Canadian expatriate actors in the United States;Canadian film actors;Canadians of Serbian descent;Canadian television actors;Living people;People from London, Ontario;",0
6185,"""Elaine May""",1932 births;American Jews;American film actors;American stage actors;American screens;American film ;BAFTA winners (people);Celebrity duos;Female film ;Grammy Award winners;Jewish American film ;Living people;Saturn Award winners;Second City alumni;Women comedians;Women screens;,1
2790,"""Steve Oedekerk""","1961 births;American comedians;American film actors;American film ;Living people;People from Los Angeles, California;",2
3236,"""James Donald""",Scottish stage actors;Scottish film actors;Scottish television actors;1917 births;1993 deaths;Old Rossallians;,0
26926,"""The Phenix City Story""",1955 films;American films;Black and white films;Crime thriller films;1950s crime films;English-language films;Film noir;Films set in Alabama;,3
29945,"""Colors ""","1988 films;Films directed by Dennis Hopper;American films;Films set in California;Buddy films;1980s drama films;Films set in Los Angeles, California;English-language films;Independent films;Hood films;Orion Pictures films;Spanish-language films;Gang films;",3
34113,"""The Dizzy Acrobat""",1943 s; Walter Lantz Productions shorts;Woody Woodpecker s;,3
22605,"""Wavelength  """,1967 films;Canadian films;English-language films;Canadian short films;Avant-garde and experimental films;,3
27882,"""The Fish That Saved Pittsburgh""",1979 films;Basketball films;Fantasy-comedy films;Pittsburgh in film and television;Sports comedy films;United Artists films;,3
30676,"""Dark World  """,1935 films;British films;,3
29094,"""Shattered Spirits""",1986 films;Drama films;American films;English-language films;,3
12375,"""Vondie Curtis-Hall""","1956 births;African American actors;African American film ;American film actors;American film ;English-language film ;Living people;Michigan actors;People from Detroit, Michigan;",2
2788,"""Clarence Budington Kelland""",American ;Dutch Treat Club members;1881 births;,1
34086,"""Scarface  )""",1983 s;1980s crime s;1980s drama s;American s;English-language s;Spanish-language s;s directed by Brian De Palma;s shot in Florida;s shot in New York City;s shot in Los Angeles;s set in Florida;s set in Bolivia;Gangster s;Drug-related s;s shot anamorphically; remakes;Universal Pictures s;,3
21719,"""De Sade """,1969 films;American drama films;Biographical films;1960s drama films;English-language films;Independent films;Erotic films;West German films;,3
29115,"""Up  """,1984 films;American films;English-language films;Short films;Live Action Short Film Academy Award winners;Independent films;,3
6469,"""Robert Prosky""",1930 births;2008 deaths;American film actors;Americans of Polish descent;American television actors;Pennsylvania actors;People from Philadelphia;Deaths from surgical complications;,0
799,"""Barbara Kopple""","American film ;American documentary filmmakers;Documentary film ;Northeastern University, Boston alumni;Female film ;1946 births;Living people;",2
18214,"""Bloodsport III""",1997 films;Bloodsport films;American films;English-language films;,3
1833,"""J. G. Ballard""","1930 births;People from Shanghai;World War II civilian prisoners held by Japan;Alumni of King's College, Cambridge;English novelists;English science fiction ;English short story ;Postmodernists;Postmodern literature;Living people;Old Leysians;",1
27106,"""Wisegal""",American television films;Crime drama films;English-language films;Mafia films;2008 television films;,3
18779,"""College Humor  """,1933 films;American films;Black and white films;Comedy films;English-language films;Musical films;Paramount films;,3
2003,"""Isabelle Huppert""",Living people;1953 births;French film actors;French stage actors;César Award winners;BAFTA winners (people);,0
16395,"""Bring It On Again""",Cheerleading films;Teen comedy films;2004 films;Sequel films;Direct-to-video films;English-language films;,3
11622,"""Steve McQueen""","Actors Studio alumni;American film actors;American Jeet Kune Do practitioners;American motorcycle racers;Converts to Christianity;Deaths from surgical complications;Enduro riders;Four Star Television;Indiana actors;Deaths from mesothelioma;Motorcycle Hall of Fame inductees;Off-road racers;People from Indianapolis, Indiana;People from Los Angeles, California;People from Marion County, Indiana;People from Saline County, Missouri;United States Marines;Cancer deaths in Mexico;",0
22593,"""A Lousy Ten Grand""",2004 films;Comedy films;American films;,3
21038,"""The Queen of Sheba's Pearls""",2004 films;English-language films;Swedish films;Drama films;,3
30006,"""Paid in Full """,Films based on actual events|Paid in Full;English-language films|Paid in Full;American films|Paid in Full;2002 films|Paid in Full;True crime films;Hip hop films;Hood films;Gangster films;,3
16238,"""Peter Eyre""",1942 births;American film actors;Living people;,0
8129,"""Jeff Speakman""","1958 births|Speakman, Jeff;Living people|Speakman, Jeff;American film actors|Speakman, Jeff;People from Chicago, Illinois|Speakman, Jeff;American martial artists|Speakman;Missouri Southern State University alumni|Speakman, Jeff;",0
5440,"""Fons Rademakers""",1920 births;2007 deaths;Deaths from emphysema;Dutch film actors;Dutch film ;People from North Brabant;Golden Calf winners;,2
16841,"""Exorcist: The Beginning""",2004 films;Exorcism;2000s horror films;American horror films;Psychological thriller films;The Exorcist;English-language films;Films set in the 1940s;Supernatural horror films;Religious horror films|Exorcist 4;Prequel films;Films directed by Renny Harlin;,3
5111,"""Sean Faris""","1982 births;American film actors;American male models;American television actors;Living people;Male pageant winners;People from Cleveland, Ohio;People from Houston, Texas;Texas actors;",0
20392,"""Men O' War""",1929 films;Laurel and Hardy (film series);Black and white films;Short films;Comedy films;American films;English-language films;Films directed by Lewis R. Foster;,3
11838,"""Barbara Slater""",American film actors;,0
3733,"""Julie Garwood""",American thriller ;American romantic fiction ;1946 births;Living people;RITA Award Winners;,1
29165,"""Calendar Girls""",2003 films;British films;Comedy films;Comedy-drama films;Films based on actual events;Films set in Yorkshire;English-language films;Films shot in Super 35;Touchstone Pictures films;,3
27440,"""Who Loves the Sun""",2006 films;Canadian films;Comedy films;Drama films;English-language films;,3
13761,"""Prosper Mérimée""",1803 births;1870 deaths;People from Paris;French novelists;French fantasy ;French archaeologists;French historians;Translators from Russian;Members of the Académie fran?aise;Grand Officiers of the Légion d'honneur;,1
23188,"""Wedding Bell Blues """,1996 films;Comedy films;American films;English-language films;,3
33739,"""Tuesdays with Morrie """,1999 films;American television films;Emmy Award winning programs;English-language films;Films set in the 20th century;,3
1456,"""Paul Massie""",Canadian film actors;Canadian television actors;1932 births;Living people;,0
13793,"""Chris Mulkey""",1948 births;American film actors;American television actors;Living people;People from Wisconsin;Wisconsin actors;,0
5558,"""Jesse L. Martin""","1969 births;Living people;African American actors;American film actors;American stage actors;American actor-singers;American musical theatre actors;American television actors;New York University alumni;People from Buffalo, New York;People from Virginia;Virginia actors;",0
16041,"""Michael D. Moore""","American actors;American film ;American silent film actors;American child actors;People from Victoria, British Columbia;1914 births;Living people;",2
14808,"""Grace Zaring Stone""",1891 births;1991 deaths;People from Connecticut;American novelists;American short story ;American centenarians;,1
24527,"""The Octagon """,1980 films;1980s action films;Action thriller films;Martial arts films;,3
10050,"""Edward Riche""",Living people;Canadian novelists;Canadian screens;Newfoundland and Labrador ;,1
28529,"""Dirty Dancing""",1987 films;American drama films;Best Song Academy Award winners;Borscht Belt;Coming-of-age films;Dancing films;English-language films;Films set in the 1960s;Independent films;Musical drama films;Romantic drama films;Romantic musical films;Romantic period films;Teen romance films;Films directed by Emile Ardolino;,3
557,"""Max Beesley""",1971 births;Alumni of the Guildhall School of Music and Drama;English drummers;English film actors;English television actors;Living people;,0
10697,"""Daisy Eagan""",American musical theatre actors;American television actors;Drama Desk Award winners;Tony Award winners;,0
31028,"""Dirty Love""",2005 films;American films;2000s comedy films;Sex comedy films;English-language films;Worst Picture Razzie winners;,3
6845,"""Joy Batchelor""",English film ;English television ;English television producers;English television ;Women television ;English animators;Animators;1914 births;1991 deaths;People from Hertfordshire;,1
150,"""Jessica Alba""",1981 births;French Canadian Americans;Mexican Americans;American child actors;American film actors;American television actors;California actors;Living people;Military brats;People from the Riverside-San Bernardino Area;,0
8513,"""Kelly Macdonald""",1976 births;Living people;People from Glasgow;Scottish film actors;Scottish television actors;Emmy Award winners;,0
16903,"""Outland """,1981 films;British films;Films directed by Peter Hyams;Space Westerns;Science fiction action films;Space adventure films;English-language films;,3
23863,"""Beyond the Gates of Splendor""",2004 films;American documentary films;English-language films;,3
28654,"""The Miracle Man  """,1932 films;American films;English-language films;Black and white films;Drama films;Films directed by Norman Z. McLeod;Paramount films;Film remakes;,3
32270,"""A Thousand and One Nights """,Fantasy adventure films;Fantasy-comedy films;Films shot in Technicolor;1945 films;American films;English-language films;Columbia Pictures films;Films directed by Alfred E. Green;,3
18497,"""Che!""",1969 films;20th Century Fox films;American films;Films about Che Guevara;1960s drama films;English-language films;Films directed by Richard Fleischer;,3
5486,"""Lauren Vélez""",1964 births;American film actors;American stage actors;American television actors;Hispanic American actors;Living people;New York actors;People from Brooklyn;People from Queens;Puerto Rican-Americans;Puerto Rican film actors;Puerto Rican stage actors;Puerto Rican television actors;Twin people;,0
17055,"""Festival Express""",1970 in music;2003 films;Music festivals in Canada;Concert films;Concert tours;English-language films;Musical documentary films;,3
12274,"""Danny Huston""",1962 births;American film actors;American film ;Canadian Americans;English Americans;Iranian Americans;Scots-Irish Americans;Scottish-Americans;Welsh Americans;American expatriates in Italy;People from Rome (city);Living people;,2
6410,"""Millard Lampell""",American screens;American folk singers;1919 births;1997 deaths;Deaths from lung cancer;,1
16431,"""Framed """,1947 films;American films;Black and white films;Columbia Pictures films;1940s thriller films;1940s crime films;English-language films;Film noir;Films directed by Richard Wallace;,3
675,"""Agnieszka Holland""",1948 births;English-language film ;Female film ;Living people;People from Warsaw;Polish film ;Polish screens;,1
18479,"""The Devil and Daniel Johnston""",2006 films;American documentary films;English-language films;Sundance Film Festival award winners;Music documentary films;Films shot in Super 16;Sony Pictures Classics films;Documentary films about mental illness;,3
24546,"""Save the Tiger""",1973 films;Films featuring a Best Actor Academy Award winning performance;Films directed by John G. Avildsen;,3
26521,"""Fashions of 1934""",1934 films;American films;Black and white films;Comedy films;English-language films;Films directed by William Dieterle;Musical films;Warner Bros. films;Films made before the MPAA Production Code;,3
21270,"""My Opposition: the Diaries of Friedrich Kellner""",2007 films;Canadian films;English-language films;German-language films;Canadian documentary films;Historical documentaries;,3
30394,"""Desert of Blood""",Vampire films;2008 films;,3
6018,"""Sean Hood""",1966 births;American screens;Brown University alumni;Living people;,1
5806,"""Stacey Travis""","American film actors;American television actors;People from Dallas, Texas;Texas actors;",0
18620,"""Godsend """,2004 films;American films;Canadian films;2000s thriller films;English-language films;Lions Gate films;2000s horror films;Psychological thriller films;Science fiction horror films;Cloning in fiction;,3
13170,"""George Clooney""","1961 births;Living people;Irish-Americans;American anti-Iraq War activists;American film actors;American film ;American television actors;American voice actors;Best Musical or Comedy Actor Golden Globe  winners;Best Supporting Actor Academy Award winners;German-Americans;Best Supporting Actor Golden Globe  winners;American Roman Catholics;Kentucky actors;People from Lexington, Kentucky;People from Bracken County, Kentucky;People from Kenton County, Kentucky;Saturn Award winners;",2
2131,"""Thomas Lennon (actor and screen)""","1970 births;American film actors;American screens;American television actors;Living people;New York University alumni;People from Oak Park, Illinois;",1
6705,"""Liam Lynch (musician)""","1970 births;American musicians;irish-Americans;American music video ;Living people;Kent State University alumni;Musicians from Ohio;People from Akron, Ohio;",2
1292,"""Jill Hennessy""",1969 births;Anglophone Canadians of French Canadian descent;Canadian buskers;Canadian film actors;Canadian television actors;Canadians of Austrian descent;Canadians of Irish descent;Canadians of Italian descent;Canadians of Swedish descent;Canadians of Ukrainian descent;Identical twin actors;Living people;People from Edmonton;,0
10064,"""Dominique Swain""",1980 births;American film actors;American television actors;California actors;Living people;People from the Greater Los Angeles Area;,0
3627,"""Amy Weber""",1970 births;American actors;American female adult models;American film actors;American television actors;Living people;Professional wrestling managers and valets;WWE Diva Search contestants;,0
31072,"""Quest for Love""",1971 films;British films;English-language films;Science fiction films;Films directed by Ralph Thomas;,3
29962,"""Lone Rider""",2000 films;Western films;English-language films;American films;,3
32335,"""Younger and Younger""",1993 films;Comedy films; Drama films; Fantasy films; Music films; Romance films;German films;American films;,3
20867,"""Boogeyman """,2005 films;2000s horror films;American films;English-language films;Supernatural horror films;Haunted house films;Films based on urban legends;Screen Gems films;,3
7880,"""Stan Lee""","1922 births;American comics ;American film actors;American Jews;American voice actors;Comic book editors;Eisner Award winners;Golden Age comics creators;Jewish American ;Living people;People from Washington Heights, New York;Romanian-American Jews;United States National Medal of Arts recipients;Web animation authors;",1
13857,"""Elizabeth Berridge""","American film actors;American television actors;People from Westchester County, New York;",0
15421,"""Leo Tolstoy""","1828 births;1910 deaths;Leo Tolstoy|*;Christian philosophers;Christian vegetarians;Christian ;Former Eastern Orthodox Christians;Orthodox converts to other religions;Russian anti-war activists;Russian Christian anarchists;Russian Christian pacifists;Russian dramatists and playwrights;Russian essayists;Russian fabulists;Russian military personnel of the Crimean War;Russian novelists;Russian philosophers;Russian short story ;Russian spiritual ;Russian vegetarians;Tolstoy family|Leo;Aphorists;Founders of religions;Russian adoptees;Esperantists;Scholars and leaders of nonviolence, or nonviolent resistance;",1
32866,"""Making Overtures: The Story of a Community Orchestra""",1985 films;Canadian films;English-language films;Canadian documentary films;Short films;Independent films;,3
6010,"""Louise Lorraine""","1904 births;1981 deaths;American film actors;American silent film actors;People from San Francisco, California;",0
17522,"""Tarzan's New York Adventure""",1942 films;American films;MGM films;Black and white films;English-language films;Films directed by Richard Thorpe;Tarzan films;,3
29760,"""Till There Was You (2003 """,2003 films;English-language films;Filipino films;Filipino-language films;Romantic drama films;Tagalog-language films;,3
5509,"""Rachael Leigh Cook""","1979 births;American film actors;American television actors;American vegetarians;American voice actors;Italian-Americans;Minnesota actors;Living people;People from Minneapolis, Minnesota;",0
1332,"""Don &quot;The Dragon&quot; Wilson""",American kickboxers;Illinois actors;American film actors;,0
18993,"""Earth Angel """,English-language films;American films;1991 films;,3
17205,"""His Kind of Woman""",1951 films;American films;Black and white films;1950s crime films;Crime thriller films;English-language films;Film noir;Films directed by John Farrow;RKO films;,3
4209,"""Dennis Boutsikaris""","1952 births;American television actors;Living people;Obie Award recipients;People from Newark, New Jersey;",0
1310,"""Richard Simmons""","1948 births;Living people;Aerobic exercise;American exercise instructors;American health and wellness ;American motivational ;American radio personalities;American television personalities;Florida State University alumni;University of Louisiana at Lafayette alumni;People from New Orleans, Louisiana;Restaurateurs;",1
21097,"""Journey to the Center of Time""",1967 films;Science fiction films;Time travel films;,3
2999,"""Francis Edward Faragoh""",Deaths from myocardial infarction;American screens;Hollywood blacklist;,1
16237,"""Tess Harper""",1950 births;American film actors;American television actors;Arkansas actors;Living people;People from Arkansas;,0
4108,"""Herbert J. Leder""",1922 births;1983 deaths;American film producers;,2
4397,"""Heather Sears""",1935 births;1994 deaths;English actors;,0
18928,"""Under My Skin """,1950 films;American films;Drama films;English-language films;Horse racing films;Films directed by Jean Negulesco;,3
27754,"""Meet the Parents""",2000 films;American films;DreamWorks films;English-language films;2000s comedy films;Films set in New York;Universal Pictures films;Films directed by Jay Roach;,3
5688,"""Nicholas Sparks (author)""","1965 births;American ;American Roman Catholics;American taekwondo practitioners;American track and field athletes;Businesspeople in the pharmaceutical industry;Czech-Americans;English Americans;German-Americans;Irish-Americans;Living people; from Nebraska;German-American ;Irish-American ; from North Carolina;People from North Carolina;People from Omaha, Nebraska; from North Carolina;University of Notre Dame alumni;",1
10285,"""August Diehl""",German film actors;1976 births;Living people;Waldorf school alumni;,0
24484,"""The List (2007 """,American films;2008 films;2000s thriller films;,3
8246,"""Carlos Alazraqui""","American comedians;American film actors;American television actors;American voice actors;California State University, Sacramento alumni;Impressionists (entertainers);People from Sacramento, California;Argentine Americans;",0
11711,"""Diana Lynn""",American film actors;American television actors;1926 births;1971 deaths;,0
23665,"""The White Tower """,1950 films;Mountaineering films;Adventure films;,3
29571,"""A Closer Walk""",2003 films;Australian documentary films;English-language films;Films directed by Robert Bilheimer;,3
59,"""Elizabeth Berkley""","1974 births;Comedy television navigational boxes|Saved by the Bell;American activists;American bloggers;American businesspeople;American child actors;American dancers;American female models;American film actors;American Jews;American stage actors;American television actors;American vegans;American voice actors;Animal rights movement;Jewish actors;Living people;Michigan actors;Participants in American reality television series;People from Farmington Hills, Michigan;People from Oakland County, Michigan;Saved by the Bell;Worst Actress Razzie winners;",0
8004,"""John Rae (educator)""",1931 births;2006 deaths;English schoolteachers;English novelists;,1
18223,"""Hash """,English-language films;2005 films;,3
28479,"""The Cider House Rules """,1999 films;American films;Films based on novels;Dramatic works about abortion;Films set in Maine;Films shot in Super 35;Films whose 1 won the Best Adapted Screenplay Academy Award;Miramax films;Films set in the 1920s;Films set in the 1940s;,3
31916,"""Cube 2: Hypercube""",2002 films;Canadian films;Canadian science fiction films;English-language films;Mathematical films;Sci Fi Channel original films;Sequel films;,3
4598,"""Raoul Walsh""",Academy of Motion Picture Arts and Sciences founders;American film ;Western film ;American film actors;American silent film actors;Irish-Americans;1887 births;1980 deaths;,2
23882,"""Coal Black and de Sebben Dwarfs""",1943 films;English-language films;Films based on fairy tales;Films directed by Bob Clampett;Merrie Melodies shorts;Race-related films;,3
160,"""Walter Brooke""",1914 births;1986 deaths;American film actors;American television actors;New York actors;,0
27402,"""The Breed (2001 """,2001 films;2000s horror films;Vampires in film and television;,3
24340,"""Rome Adventure""",1962 films;Romance films;Films based on novels;Films directed by Delmer Daves;,3
32073,"""Midnight Man  """,1994 films;1990s action films;Action thriller films;Police detective films;Martial arts films;Independent films;American films;,3
73,"""Julie Mitchum""",American actors;,0
11397,"""Andrew Birkin""",1945 births;BAFTA winners (people);English film actors;English film ;English screens;Living people;People from London;,1
1777,"""Barbara Luna""",1939 births;Living people;Filipino Americans;Hungarian-Americans;Italian-Americans;Portuguese-Americans;Spanish-Americans;American television actors;American film actors;People from New York City;,0
29519,"""Heavenly Pursuits""",1985 films;1980s comedy films;British films;Comedy-drama films;English-language films;Films set in Scotland;Films set in Glasgow;,3
13334,"""Elias Koteas""",1961 births;Canadian film actors;Canadian television actors;Genie Award winners for Best Actor;Greek Canadians;Living people;People from Montreal;,0
16137,"""Helen Stenborg""","1925 births;American film actors;American stage actors;American television actors;Living people;People from Minneapolis, Minnesota;",0
20992,"""6th Marine Division on Okinawa""",1945 films;American World War II propaganda films;War films based on actual events;American documentary films;English-language films;,3
20194,"""He Knows You're Alone""",1980 films;American films;English-language films;1980s horror films;Slasher films;,3
9807,"""Ronald Lewis""",1928 births;1982 deaths;People from Neath Port Talbot;Welsh film actors;Actors who committed suicide;Drug-related suicides;Suicides in England;,0
18024,"""Dead Ringers """,1988 films;Canadian films;English-language films;Canadian horror films;1980s horror films;Psychological thriller films;20th Century Fox films;Films set in Toronto;Genie Award for Best Picture winners;Films directed by David Cronenberg;,3
4953,"""Mikael Salomon""",Danish film ;Danish television ;Danish cinematographers;Living people;1945 births;,2
14707,"""Alan Oppenheimer""",1930 births;American film actors;American television actors;American voice actors;Living people;People from New York City;,0
29336,"""Devilwood (short """,2006 films;2000s horror films;,3
9959,"""Trever O'Brien""","1984 births;American rock guitarists;California actors;American child actors;Living people;Musicians from California;American film actors;American drummers;People from Newport Beach, California;",0
26656,"""The Rescuers""",1977 films;Disney animated features canon;Films about animals;English-language films;Films based on children's books;Films featuring anthropomorphic characters;,3
33325,"""Bitter Springs """,1950 films;Australian drama films;,3
12884,"""Wally Wales""",1895 births;1980 deaths;Deaths from stroke;Wyoming actors;American film actors;Deaths from pneumonia;,0
30014,"""Sex and the City """,Sex and the City;2008 films;2000s comedy films;2000s romantic comedy films;American films;English-language films;Comedy films;Romantic comedy films;Films adapted from a television series;Films shot in New York City;Films shot in Super 35;New Line Cinema films;,3
11567,"""Brianne Davis""",1982 births;American actors;Living people;,0
19871,"""Several Ways to Die Trying""",2005 films;American films;English-language films;Independent films;,3
34008,"""The Big Gay Musical""",2009 films;2000s comedy films;American comedy films;American films;English-language films;Musical films;Comedy films;Musical comedy films;,3
32213,"""Catch: The Hold Not Taken""",2005 films;British films;English-language films;British documentary films;,3
12031,"""Grand Mixer DXT""",Hip hop DJs;Old School hip hop artists;Living people;,0
16114,"""Judith Evelyn""","1913 births;1967 deaths;American film actors;American stage actors;People from Manhattan;South Dakota actors|Evelyn, Judith;",0
15285,"""Ray Milland""",1907 births;1986 deaths;Best Actor Academy Award winners;British and Commonwealth Academy Award Winners for Best Actor;Best Drama Actor Golden Globe  winners;Deaths from lung cancer;Naturalized citizens of the United States;People from Neath Port Talbot;Welsh film actors;Welsh film ;Welsh television actors;Welsh-American actors;Cancer deaths in California;,2
14882,"""Tony Burton""","African American actors;American film actors;American television actors;Michigan actors;People from Flint, Michigan;",0
7219,"""Trent Harris""",American film ;Living people;Year of birth missing (living people);Famous Linux users;,2
28383,"""The Club (play)""",1977 plays;David Williamson plays;1980 films;Australian sports films;Australian comedy films;English-language films;Australian rules football films;Films based on plays;,3
11493,"""José Lewgoy""",1920 births;2003 deaths;People from Rio Grande do Sul;Brazilians of American descent;Brazilians of Russian descent;Brazilian actors;,0
15447,"""Alex Karzis""",Canadian television actors;Canadian film actors;Canadian male singers;Canadian rock singers;Canadian voice actors;Canadian songs;Canadians of Greek descent;People of Croatian descent;People from Toronto;,1
8275,"""Jackie James""",British keyboardists;British songs;Living people;,1
12482,"""Chris Eyre""",Cheyenne tribe;Living people;Native American film ;Native American actors;,2
788,"""Zak Orth""","1970 births;American film actors;American television actors;Illinois actors;Living people;People from Libertyville, Illinois;",0
26576,"""Mr. Lemon of Orange""",1931 films;Comedy films;Black and white films;American films;English-language films;Films directed by John G. Blystone;,3
6731,"""Paul Dehn""",Edgar Award winners;English screens;Gay ;LGBT people from England;Old Salopians;,1
9568,"""Peggy Mount""",1915 births;2001 deaths;People from Leigh-on-Sea;English stage actors;English film actors;English television actors;,0
33521,"""First Day High""",2006 films;2006 in the Philippines;Filipino films;Tagalog-language films;English-language films;,3
947,"""Doug McClure""",1935 births;1995 deaths;American film actors;American television actors;Deaths from lung cancer;People from the Greater Los Angeles Area;Western film actors;Cancer deaths in California;,0
11482,"""Charles Binamé""",Living people;1949 births;Belgian expatriates in Canada;Genie Award winners for Best Achievement in Direction;Quebec film ;,2
33028,"""Lucky Pink""",1968 films;American films;English-language films;Animated films;Short films;,3
4948,"""Jonathan Frid""",1924 births;Living people;Canadian television actors;Canadian film actors;McMaster University alumni;,0
4969,"""Greg Berlanti""",1972 births;Gay ;Italian-Americans;Living people;Television ;LGBT  from the United States;,1
1427,"""P.J. Pesce""",Living people;American film ;,2
32350,"""Burning the Future: Coal in America""",2008 films;English-language films;American documentary films;Mountaintop removal mining;,3
18966,"""Warning: Parental Advisory""",2002 television films;American television films;English-language films;Films about music and musicians;Films based on actual events;Films directed by Mark Waters;,3
29631,"""Bottles  """,1936 films;MGM animated shorts;American films;,3
12429,"""Harvey Gates""",1894 births;1948 deaths;American screens;,1
32470,"""Con Air""",1997 films;Touchstone Pictures films;Action thriller films;American films;English-language films;Films set on an airplane;Aviation films;ial debut films;Films shot in Las Vegas;Films set in Las Vegas;Films shot anamorphically;Cross-dressing in film and television;,3
33724,"""The Stairs """,1950 films;American films;English-language films;American documentary films;Black and white films;Short films;,3
23282,"""Singapore Dreaming""",Singaporean films;2006 films;English-language films;Mandarin-language films;Hokkien-language films;,3
15176,"""Geraldine McEwan""",1932 births;Living people;English film actors;English television actors;English stage actors;Shakespearean actors;Royal National Theatre Company members;Royal Shakespeare Company members;English television actors;English voice actors;Evening Standard Award for Best Actress;People from Old Windsor;,0
6876,"""Briana Banks""",1978 births;Living people;German porn stars;Female porn stars;Bisexual porn stars;German-American actors;German-Americans;Germans of American descent;Penthouse Pets;LGBT people from Germany;,0
1855,"""Will Oldham""",1970 births;Living people;American alt-country singers;American country guitarists;American folk guitarists;American country singer-songs;American folk singers;Brown University alumni;Louisville musicians;,1
26523,"""A Christmas Carol  """,1938 films;American films;A Christmas Carol adaptations;Black and white films;Christmas films;1930s drama films;English-language films;MGM films;Films directed by Edwin L. Marin;,3
30470,"""The Killer Is Loose""",1956 films;Black and white films;Crime films;English-language films;Film noir;Films directed by Budd Boetticher;,3
11456,"""Ned Beatty""","American film actors;American television actors;Kentucky actors;People from Louisville, Kentucky;Transylvania University alumni;",0
14843,"""Ronnie Williams""",1939 births;1997 deaths;Welsh actors;Welsh comedians;Welsh-speaking people;,0
29279,"""Oh, My Nerves""",1935 films;American films;English-language films;Comedy films;Short films;Columbia Pictures films;Black and white films;,3
4109,"""Edward LeSaint""","American actors;American film ;Actors from Cincinnati;People from Philadelphia;People from Los Angeles, California;1870 births;1940 deaths;",2
11281,"""Gurmit Singh""",Singaporean television personalities;1965 births;Living people;Singaporean Protestants;Singaporean television actors;Singaporean stage actors;Singaporean film actors;Converts to Christianity;Indian Singaporeans;Idol series hosts;,0
23996,"""Mad Money """,2008 films;American films;English-language films;2000s comedy films;Criminal comedy films;Nu Image films;,3
26361,"""Battle for Haditha """,2007 films;Arabic-language films;British films;English-language films];Films set in Iraq;Films set in the 2000s;Iraq War films;Iraq War in fiction;War drama films;War films based on actual events;Films directed by Nick Broomfield;,3
17047,"""Father Goose """,1964 films;1960s romantic comedy films;Adventure comedy films;Films directed by Ralph Nelson;Films whose 1 won the Best Original Screenplay Academy Award;English-language films;World War II films;,3
22738,"""Monkey Dance""",2004 films;Documentary films;American films;English-language films;,3
17913,"""Category:Tron""",Disney franchises;Science fiction films;Science fiction video games;Science fiction by franchise;Video game franchises;American films;,3
30162,"""Three Can Play That Game""","2008 films|Can Play That Game, Three;African American films;American films|Can Play That Game, Three;2000s romantic comedy films|Can Play That Game, Three;English-language films|Can Play That Game, Three;",3
4196,"""David Gerrold""","1944 births;California State University, Northridge alumni;Living people;American science fiction ;Gay ;Jewish American ;Hugo Award winning authors;Nebula Award winning authors;",1
19678,"""Unstoppable """,2004 films;2000s action films;American films;Direct-to-video films;English-language films;Nu Image films;,3
16663,"""Deadline at Dawn""",1946 films;American films;English-language films;Film noir;Mystery films;Psychological thriller films;,3
6348,"""Shawn Levy""",1967 births;American film ;American film producers;American Jews;Canadian Americans;Canadian expatriate actors in the United States;Canadian Jews;Canadian-American Jews;Jewish actors;Jewish American film ;Living people;People from Montreal;Yale University alumni;,2
20042,"""Day on Fire """,2006 films;American films;Drama films;English-language films;,3
24839,"""Kronos """,1957 films;Giant monster films;Robot films;American films;Black and white films;,3
8935,"""Matt Riddlehoover""",1985 births;American film ;American screens;,1
2603,"""Mikey Post""",American film actors;American television actors;actors with dwarfism;1982 births;Living people;,0
8220,"""William Ching""",1913 births;1989 deaths;American film actors;Western film actors;,0
3641,"""Ted Ray (comedian)""",People from Wigan;People from Liverpool;1905 births;1977 deaths;English actors;,0
14306,"""Olivia Barash""","American film actors;American television actors;People from Miami, Florida;",0
14054,"""Betty Lou Gerson""",American radio actors;American film actors;American voice actors;1914 births;1999 deaths;,0
2020,"""Gene Reynolds""","1925 births;American television actors;Living people;People from Cleveland, Ohio;People from Detroit, Michigan;",0
1936,"""Andrew Goldberg ()""",Alternative journalists;American documentary filmmakers;American political ;Documentary film ;Emmy Award winners;Living people;People from New York City;Jewish American film ;American film producers;Armenian society;History of Armenia;Armenian Genocide in the media;Anti-national sentiment;Religion and politics;Holocaust in art and literature;Jewish history;Genocide;,1
33502,"""Disneyland Dream""",1956 films;American films;American documentary films;English-language films;,3
11368,"""Felicity Jones""","English radio actors;English television actors;English stage actors;English film actors;English child actors;Alumni of Wadham College, Oxford;1984 births;Living people;",0
19883,"""It's in the Air""",British films;Comedy films;English-language films;1938 films;Ealing Films;Films directed by Anthony Kimmins;Aviation films;,3
