node1,node2
1986,8939
1986,13320
1986,11680
1986,6387
1986,10840
1986,15760
1986,3869
1986,4058
1986,2036
1986,9447
1986,13731
1986,12262
1986,10215
1986,662
1986,3575
1986,10653
1986,242
1986,8882
1986,8487
1986,6832
1986,10837
1986,3017
1986,11056
1986,537
1986,350
1986,4935
1986,15182
1986,14633
1986,4058
1986,10653
1986,10425
1986,15467
1986,14195
1986,10840
1986,8864
1986,14892
1986,2558
1986,11126
1986,9447
1986,15182
1986,4058
1986,4935
1986,15760
1986,10653
1986,2036
1986,10215
1986,9881
1986,12816
1986,7293
1986,9447
1986,14195
1986,8538
1987,4382
1987,9819
1989,5200
1989,3237
1989,3014
1989,14386
1989,5200
1989,9402
1989,7903
1989,15103
1989,9402
1989,4650
1989,7903
1990,13170
1990,11572
1990,9166
1990,11152
1990,7868
1990,2214
1990,6335
1990,15186
1990,10774
1991,15962
1991,9124
1991,296
1991,2524
1991,8939
1991,2806
1992,10462
1994,3422
1995,10462
1995,15821
1996,8387
1996,5612
1997,2486
1997,2486
1997,1782
1997,15114
1997,4058
1997,8345
1997,2269
1997,9967
1997,15417
1997,2486
1997,3402
1997,16011
1997,2677
2001,12695
2001,8974
2001,3175
2001,14568
2001,11529
2001,15326
2001,11808
2001,12695
2001,4865
2001,4058
2001,9290
2001,15760
2001,627
2001,9796
2001,3985
2001,13867
2001,10810
2001,8822
2001,5669
2001,15325
2001,944
2001,4598
2001,1207
2001,8659
2001,9502
2001,7111
2002,5344
2003,1412
2003,1210
2003,15341
2003,2073
2003,14719
2003,1210
2003,242
2003,11241
2003,15341
2003,1210
2003,4599
2003,1210
2003,7883
2003,11241
2003,10462
2004,16069
2004,11529
2004,7714
2004,5837
2004,11307
2004,13214
2004,2677
2004,11687
2004,626
2004,4891
2004,11105
2004,2055
2004,13889
2005,10462
2005,4213
2005,10770
2006,15072
2006,7101
2007,13320
2007,3322
2007,10653
2007,1838
2007,5263
2007,10704
2007,2262
2007,8813
2007,7016
2007,14439
2007,14814
2007,24
2007,8813
2007,5924
2007,9756
2007,15290
2007,15290
2007,8813
2007,8813
2007,3322
2007,11046
2007,10463
2007,7293
2007,7133
2008,13058
2009,12476
2009,250
2009,12476
2009,3357
2009,9131
2009,12967
2009,8035
2009,5455
2010,6292
2011,5220
2011,5524
2011,5012
2011,235
2011,4539
2011,8461
2011,7827
2011,1160
2014,2756
2015,14814
2016,13582
2016,8360
2016,4323
2016,13582
2016,15324
2016,15764
2016,3511
2017,7701
2018,9374
2018,415
2018,3771
2018,14079
2019,10638
2019,844
2020,15428
2021,9133
2021,16138
2021,5383
2021,1970
2021,11079
2021,4270
2021,3348
2021,11241
2021,7701
2021,13673
2021,10462
2023,13678
2023,11112
2024,8690
2024,14669
2024,8758
2025,2516
2025,9162
2026,2149
2026,9396
2028,8824
2028,1062
2028,1062
2028,16008
2028,7298
2028,3855
2028,15851
2028,7356
2028,7119
2028,16002
2028,2912
2028,3840
2028,14616
2028,4949
2028,5683
2028,8147
2028,5683
2028,13699
2028,10270
2028,8974
2028,13365
2028,3402
2028,9796
2030,15103
2030,2774
2030,15103
2030,15103
2032,12386
2032,11648
2033,9559
2033,2965
2033,548
2033,4766
2033,9559
2034,2644
2036,6832
2036,9997
2037,14195
2037,12682
2037,5047
2037,4728
2038,3907
2038,8435
2038,4510
2038,3495
2039,15764
2039,2385
2039,16153
2039,8493
2039,12581
2039,8610
2039,15764
2039,7598
2039,13662
2039,15764
2039,10213
2039,7992
2039,14195
2039,617
2039,8719
2039,15764
2039,10213
2040,1420
2040,531
2040,5341
2041,9304
2041,7589
2041,12386
2043,5880
2043,15266
2043,12222
2043,14169
2043,14438
2044,2680
2044,10152
2044,2459
2044,12183
2044,2459
2044,9250
2044,5840
2044,12174
2044,14330
2044,3930
2044,10152
2044,2680
2044,12174
2044,2680
2044,2684
2044,2680
2044,12174
2044,12183
2044,15610
2044,11837
2044,9419
2044,9419
2044,11692
2044,9753
2044,14330
2044,3930
2044,10152
2044,12174
2044,2680
2044,12174
2044,9250
2044,1279
2044,2459
2044,10152
2044,9419
2044,2852
2044,15182
2044,8974
2044,8941
2044,11509
2044,15410
2044,8915
2044,10760
2044,10919
2044,538
2044,13254
2044,8460
2044,4144
2044,4063
2044,9402
2044,10486
2044,1881
2044,2684
2044,14330
2044,14593
2044,8836
2044,1025
2045,4611
2045,5295
2045,11968
2045,7102
2045,3878
2045,5922
2045,7939
2045,1401
2046,10597
2047,6550
2047,2524
2048,12331
2049,14552
2051,9645
2051,2039
2052,10724
2052,10724
2053,1486
2053,2141
2053,13320
2053,14702
2053,13320
2053,9741
2053,8783
2053,8905
2055,5139
2055,3246
2055,12386
2055,16216
2055,5614
2055,13275
2055,5862
2055,14633
2055,7293
2055,5507
2055,15936
2055,12900
2055,10949
2055,7139
2055,3253
2055,11316
2055,15922
2055,15202
2055,2506
2055,10662
2055,7140
2055,2608
2055,36
2055,3253
2055,4510
2055,6547
2055,11610
2055,2608
2055,13956
2055,6547
2056,5727
2056,10366
2059,13107
2059,2763
2059,2283
2059,1067
2059,2680
2059,4266
2059,12428
2059,11675
2059,1210
2059,15760
2060,169
2060,8723
2060,2456
2060,7360
2060,4131
2060,6533
2060,14178
2060,9396
2060,9871
2060,2419
2060,7631
2060,6933
2060,14865
2060,169
2060,16158
2061,10531
2061,2687
2062,4510
2062,2680
2062,12396
2062,7810
2062,7340
2062,5995
2062,7340
2062,8152
2062,8813
2062,11999
2062,3322
2062,248
2062,206
2062,14360
2062,14330
2062,5467
2062,10314
2062,11759
2062,192
2062,5359
2062,12394
2062,13170
2062,13170
2062,6906
2062,4510
2062,2680
2062,10837
2063,251
2063,31
2063,14364
2063,251
2063,5924
2063,31
2063,13302
2063,4024
2064,5347
2064,653
2065,4058
2065,3406
2065,2045
2065,4279
2065,504
2066,9040
2066,12270
2066,13605
2066,4562
2066,9893
2066,7085
2068,3891
2068,13826
2069,7449
2071,9750
2071,10089
2071,10341
2071,409
2071,13392
2071,12305
2072,15326
2072,5507
2073,8563
2073,531
2073,7090
2074,2919
2074,2919
2075,2377
2076,2502
2077,12801
2077,8049
2077,4097
2077,5200
2077,1362
2078,6732
2080,14785
2080,14013
2080,9731
2080,10462
2081,2898
2081,3613
2081,16123
2082,2007
2082,10462
2083,5676
2084,3800
2084,12123
2084,11046
2084,14916
2084,1028
2086,10462
2086,14181
2087,10175
2087,1260
2087,242
2087,2410
2087,11267
2087,14126
2087,3869
2087,8010
2087,16138
2088,11540
2088,1291
2088,8916
2088,14088
2088,8627
2089,5507
2089,10425
2089,3524
2089,8839
2089,15493
2089,5633
2089,13214
2089,4891
2089,3235
2090,14734
2090,14132
2091,15059
2092,8856
2092,6781
2094,6024
2094,908
2094,251
2095,3903
2095,10462
2096,7678
2096,4702
2096,860
2096,7435
2096,15764
2096,13176
2096,5558
2096,7624
2096,2608
2096,6852
2096,7624
2096,14529
2096,6344
2096,3864
2096,6852
2096,6219
2096,2385
2097,11348
2097,14334
2098,15767
2098,15364
2098,14598
2098,247
2098,12525
2098,2007
2098,9270
2098,13320
2098,7598
2098,2309
2098,547
2098,14598
2098,6207
2098,13376
2098,15767
2098,15767
2099,7922
2099,1632
2099,9106
2099,467
2101,12140
2101,9330
2101,10662
2101,16060
2101,6737
2101,7025
2101,13242
2101,2965
2101,9797
2101,1749
2102,13395
2102,12087
2102,14780
2102,14427
2102,14427
2102,12087
2102,7955
2102,14527
2102,4539
2102,4599
2102,1210
2103,6938
2103,14353
2104,13470
2104,7194
2104,8547
2104,6674
2104,5099
2104,5988
2104,2283
2104,8547
2104,1207
2104,7550
2104,10462
2106,8723
2107,13673
2107,13318
2107,5195
2107,11927
2107,11989
2107,3167
2108,14860
2108,14616
2109,13467
2109,15090
2109,6923
2109,1025
2109,2007
2109,11989
2109,1097
2109,8563
2109,13844
2109,12131
2109,4447
2109,7474
2109,9893
2109,11056
2109,13467
2109,15090
2109,4565
2110,2107
2112,4600
2112,11579
2112,3869
2112,8647
2112,14086
2112,5400
2112,8647
2112,7606
2112,548
2112,15525
2114,3869
2114,9585
2114,8814
2115,5465
2115,11190
2115,12422
2115,14029
2115,4522
2115,11976
2115,5383
2115,7016
2115,1362
2115,5188
2115,4811
2115,10607
2115,12131
2115,15107
2115,13214
2115,2685
2115,10677
2115,14304
2116,7705
2117,5078
2118,11955
2118,4364
2119,1547
2119,11929
2119,12695
2119,11533
2119,10462
2121,8085
2122,6002
2122,7108
2122,6413
2122,4523
2122,7108
2122,13874
2122,7108
2122,6002
2122,6413
2122,16136
2122,2884
2122,8236
2122,3855
2122,8031
2122,12806
2122,15726
2122,488
2122,8786
2122,8456
2122,8456
2122,2011
2122,9014
2122,1193
2122,8456
2122,1094
2122,6300
2122,4805
2122,11250
2122,13874
2122,15828
2122,5272
2122,8786
2122,14326
2122,3759
2122,1568
2122,7827
2123,3977
2123,1421
2123,1555
2124,296
2124,12840
2124,15206
2124,11046
2124,10145
2124,548
2124,7063
2124,3922
2124,6161
2124,12062
2124,2478
2124,2666
2125,4973
2125,2608
2125,6717
2126,16173
2126,16173
2127,3751
2127,13292
2127,11378
2127,14408
2129,10462
2129,182
2129,10532
2129,13148
2132,4891
2132,3855
2132,8
2132,16011
2132,14176
2132,1782
2133,1153
2134,3810
2134,6338
2134,14178
2134,4255
2135,10462
2135,5974
2135,5974
2135,1555
2135,2486
2135,8564
2135,13339
2135,5974
2136,9824
2136,5034
2136,9286
2136,13104
2136,7185
2137,11191
2137,627
2137,5598
2137,12702
2137,6770
2137,14323
2137,2123
2137,6805
2137,6852
2137,6770
2137,14323
2137,9996
2137,6628
2139,15546
2139,14942
2139,14785
2140,11365
2140,10138
2140,8005
2140,1938
2141,1486
2141,2053
2141,1486
2142,9679
2142,15984
2142,13124
2142,9629
2142,14955
2142,12389
2142,13320
2142,9679
2142,12389
2144,10555
2145,3869
2145,3869
2145,235
2145,8974
2145,3869
2145,1946
2146,13275
2147,15343
2147,15007
2147,2524
2148,4164
2148,4965
2148,3977
2148,287
2148,5134
2148,9366
2148,13706
2148,8826
2148,12065
2148,4621
2148,2502
2148,11046
2148,4399
2148,14088
2148,3714
2148,693
2148,1389
2148,13089
2148,14669
2148,15150
2148,8826
2148,10462
2149,4144
2149,9366
2149,5444
2149,7916
2149,4144
2149,6661
2149,9396
2149,1929
2150,11126
2150,287
2150,11126
2150,4427
2150,2234
2150,8826
2150,11403
2150,13680
2150,7810
2150,12501
2150,13509
2150,14241
2150,7775
2150,8488
2150,8179
2150,10462
2151,9821
2151,3111
2152,9686
2152,8217
2152,15148
2152,8866
2152,4131
2152,9686
2152,8217
2152,14535
2152,15148
2152,14658
2152,8866
2152,6160
2152,13728
2152,13365
2152,2530
2152,8189
2152,4877
2152,7415
2152,11286
2152,1612
2152,14204
2152,14857
2152,7805
2154,10113
2154,11119
2155,8575
2155,1568
2155,14330
2156,13058
2156,10986
2158,3066
2159,14662
2159,9330
2159,15023
2160,7866
2161,10462
2161,10462
2161,11955
2161,3376
2161,14734
2161,14329
2161,13142
2161,14385
2161,14734
2161,13139
2161,11015
2161,14734
2161,11955
2161,11955
2161,13254
2161,10462
2162,9864
2162,16145
2162,8826
2162,9864
2162,4621
2162,4621
2162,8826
2162,14500
2162,16145
2162,16145
2162,4621
2162,16145
2162,3422
2162,5614
2162,7356
2162,13783
2162,9864
2162,3393
2162,15034
2162,182
2162,14303
2162,13783
2162,16145
2162,873
2162,8974
2162,2283
2162,4621
2162,2653
2162,1190
2162,6024
2162,16217
2162,5377
2162,14353
2162,5001
2162,2377
2162,7968
2162,8991
2163,13142
2163,11112
2164,695
2165,8974
2165,8974
2165,1182
2165,4000
2165,4221
2165,11502
2165,5207
2165,12055
2165,527
2165,11621
2165,12055
2165,2151
2165,4480
2165,12926
2165,1182
2165,8974
2166,10590
2167,13675
2167,7657
2167,4282
2167,6663
2167,11155
2167,14702
2167,14860
2168,9128
2168,5842
2168,6214
2168,2669
2168,16185
2168,8465
2168,14948
2169,12997
2169,909
2169,3869
2169,296
2169,15764
2169,4928
2169,1555
2169,12817
2169,10184
2170,3622
2170,12103
2170,3941
2170,15579
2170,12539
2170,11506
2170,2831
2170,13182
2170,881
2170,12437
2170,10603
2170,11097
2170,1125
2172,14427
2172,466
2172,1403
2172,466
2172,10637
2172,16193
2172,16193
2173,6765
2173,14659
2173,14284
2176,12005
2176,6408
2177,2502
2177,1484
2177,8647
2177,12257
2178,4058
2179,4182
2179,10869
2179,3930
2179,7391
2179,7809
2180,3060
2180,4454
2180,3060
2180,3060
2180,1691
2181,1169
2181,11150
2181,1007
2181,4554
2181,3111
2181,2187
2182,10462
2182,11191
2182,14053
2182,6872
2182,2919
2182,12493
2182,11191
2182,8861
2183,16168
2183,16168
2183,15782
2183,7209
2184,1015
2184,5676
2184,4596
2184,4216
2184,11225
2184,6648
2184,433
2184,5060
2184,13203
2184,5676
2184,1015
2184,15953
2184,4530
2184,9729
2186,11622
2186,14669
2186,10247
2186,9272
2186,10451
2187,10729
2187,10184
2187,12945
2187,8826
2187,4167
2187,1486
2187,290
2187,786
2187,9202
2187,2060
2187,10677
2187,14176
2187,5727
2187,14664
2187,2498
2187,287
2187,2150
2187,6060
2189,13665
2190,3869
2190,6830
2190,3416
2190,7023
2190,7701
2190,409
2190,11121
2190,3844
2192,7046
2192,7046
2193,3730
2194,9124
2196,11681
2196,3771
2196,15316
2196,4085
2196,12500
2198,2187
2198,10462
2199,4221
2199,14626
2199,13395
2199,13365
2199,7583
2199,301
2199,7524
2199,3302
2199,9708
2199,14659
2199,235
2199,3246
2199,14176
2199,14284
2199,11510
2199,14284
2199,12959
2199,7583
2199,16049
2199,9362
2200,10990
2200,3981
2201,5997
2202,1498
2203,9054
2203,12920
2203,1189
2203,4830
2203,6033
2203,8303
2203,10611
2203,9054
2203,12920
2204,7358
2204,6421
2204,1387
2205,9431
2205,11316
2205,11146
2205,11316
2205,4966
2205,9058
2205,5875
2205,11316
2205,11146
2206,11941
2206,5531
2206,10617
2206,14026
2206,10314
2206,4595
2206,2055
2206,13320
2206,1153
2206,10955
2206,15533
2207,5560
2207,10824
2207,7101
2207,7886
2207,6685
2207,6033
2209,11878
2209,3229
2209,9225
2209,3587
2209,7231
2209,10118
2209,2565
2209,7062
2209,11034
2209,747
2209,9633
2209,10420
2209,3229
2209,9374
2209,9225
2209,2114
2209,9374
2209,4126
2210,15343
2212,1241
2212,1515
2212,7796
2212,13994
2212,5149
2212,1241
2213,9703
2213,9158
2213,12400
2213,15688
2213,9158
2213,911
2213,11878
2214,4632
2216,2827
2217,10462
2217,10462
2219,14408
2219,4292
2219,248
2219,15490
2219,11540
2219,6486
2219,14408
2219,13701
2219,14126
2219,8710
2219,10680
2219,9893
2219,7358
2219,10475
2219,11008
2219,10832
2221,6255
2221,12156
2225,11976
2225,11976
2225,13818
2226,2728
2226,11991
2226,14763
2228,13609
2228,15044
2229,5985
2230,8444
2230,8444
2230,10941
2231,1797
2231,3758
2231,13148
2231,13075
2232,15121
2232,8868
2232,2311
2232,2459
2232,15094
2234,10462
2234,2150
2234,11126
2234,12113
2234,13680
2234,10462
2235,3552
2235,1842
2236,4621
2236,5528
2236,3111
2236,13058
2236,10546
2236,15001
2236,13813
2236,3254
2236,11279
2236,3254
2236,15152
2236,1719
2236,9336
2236,1547
2237,15792
2237,6682
2237,4006
2237,7283
2238,182
2238,6844
2238,4621
2238,9228
2238,8485
2238,13302
2238,8217
2238,16168
2238,10462
2239,7790
2239,10595
2239,2498
2239,14892
2239,3977
2239,2739
2239,10595
2239,12055
2239,74
2239,11858
2239,15285
2239,11122
2239,7193
2241,7968
2241,10462
2241,14698
2241,15343
2241,12499
2241,13751
2241,7501
2241,12875
2241,7048
2241,9797
2241,12599
2241,12875
2241,10836
2241,6935
2241,10801
2241,14542
2241,6161
2241,992
2241,2426
2241,10525
2241,14784
2241,4908
2241,14280
2241,15512
2241,852
2241,9436
2241,1928
2242,1650
2242,15191
2242,8871
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,15191
2242,3781
2243,3237
2243,6783
2243,11189
2245,10389
2245,1870
2245,10629
2245,12875
2245,12567
2245,4600
2245,10806
2245,14686
2245,989
2245,14077
2245,15014
2245,13891
2245,4828
2245,14150
2245,9431
2245,7008
2245,2328
2245,6938
2245,13262
2245,2965
2245,6944
2245,928
2245,1133
2248,10462
2248,10462
2248,11230
2248,184
2248,7767
2248,1556
2248,13554
2248,184
2248,14779
2249,7681
2249,4539
2250,14080
2250,4298
2250,7827
2250,11823
2250,9182
2250,11823
2250,6060
2250,2627
2250,13529
2250,3253
2250,9765
2250,6205
2250,9765
2250,14080
2250,9765
2250,2680
2250,12183
2250,12183
2250,2680
2250,2680
2250,12183
2252,5864
2252,14846
2252,4270
2252,7293
2253,115
2253,15611
2253,3118
2254,1782
2255,7868
2255,90
2256,6517
2256,9565
2256,13867
2256,4580
2256,14860
2256,7182
2256,12695
2256,4621
2256,11243
2257,2055
2258,11955
2258,750
2258,4611
2258,7644
2258,15649
2259,3230
2259,14131
2259,6874
2259,8928
2259,15686
2259,12709
2259,13284
2259,5047
2259,6833
2259,13934
2259,14131
2259,8928
2259,4706
2260,15611
2260,14983
2260,5956
2260,15214
2260,12042
2260,8485
2260,13500
2262,12835
2262,5676
2262,13794
2262,1935
2262,1015
2262,7833
2262,10867
2262,10307
2262,4667
2262,10867
2262,13214
2262,7833
2262,1935
2262,1015
2262,339
2262,2007
2262,8813
2262,15326
2262,3269
2262,2320
2262,368
2263,14740
2263,3422
2263,12695
2263,14069
2263,9356
2264,12123
2264,15007
2264,13745
2264,5045
2264,7705
2264,8430
2264,7705
2264,14981
2264,10815
2264,386
2264,5195
2265,2265
2265,10586
2265,12183
2265,13933
2265,3555
2265,7796
2265,12619
2266,11504
2266,5703
2266,10341
2266,12735
2267,12499
2267,13378
2267,14154
2267,8801
2267,13086
2267,11191
2267,8466
2267,8051
2267,10314
2267,2350
2267,13127
2267,10565
2267,8801
2267,11282
2267,9645
2267,13861
2267,3904
2267,2711
2268,14506
2269,9704
2269,3588
2269,46
2269,2445
2269,3298
2269,11955
2269,2958
2269,46
2269,13794
2269,11687
2269,1324
2269,626
2269,9817
2269,3588
2269,1169
2269,583
2269,1666
2269,46
2269,10994
2269,13342
2269,13794
2269,5033
2269,16229
2271,10943
2271,9613
2271,522
2271,12695
2271,4621
2271,9538
2271,11384
2271,15427
2271,9929
2271,12695
2271,4621
2271,15427
2271,8031
2271,4598
2271,6844
2271,12295
2271,8091
2271,3175
2271,14892
2271,4399
2271,3896
2271,15016
2271,13302
2271,2507
2271,3896
2271,10462
2272,4877
2273,12590
2273,6338
2273,15034
2273,11502
2273,231
2273,12140
2273,8937
2273,10462
2275,14178
2275,12306
2275,7122
2275,4058
2275,14616
2275,1182
2275,16086
2275,14263
2275,4619
2275,16086
2275,13275
2275,12118
2275,1719
2275,14063
2275,4965
2275,7939
2275,1452
2278,15966
2281,6427
2281,1571
2281,13439
2281,1571
2282,9797
2282,14178
2282,8031
2282,12118
2282,11414
2282,9797
2282,2672
2283,7294
2283,3875
2283,7716
2283,11550
2283,15515
2283,7716
2283,15915
2283,7827
2283,14691
2283,12183
2284,10462
2284,14009
2284,8445
2284,14327
2284,1168
2284,8445
2284,3357
2284,228
2284,4602
2284,10462
2285,863
2287,433
2287,4009
2287,1031
2288,12049
2290,819
2290,10246
2290,1899
2290,12695
2290,819
2291,10281
2291,8085
2291,8540
2292,4058
2292,12431
2293,5134
2293,11190
2296,10462
2297,4131
2297,8723
2297,5202
2300,2512
2300,13302
2300,4621
2301,16054
2301,9684
2302,8960
2302,2997
2302,2959
2302,8960
2302,12691
2302,12021
2302,2959
2303,10462
2303,11723
2303,11610
2303,6290
2303,909
2303,9369
2303,8344
2303,10382
2304,15962
2304,13668
2304,10213
2304,9819
2305,6486
2305,7247
2305,12396
2305,6486
2305,4644
2305,11119
2305,4966
2305,2905
2305,4480
2305,14908
2305,11610
2305,9797
2305,15804
2305,12501
2305,3457
2305,4966
2305,11121
2305,2267
2305,11259
2305,14908
2305,14601
2305,6033
2305,107
2305,13269
2305,6898
2306,14860
2306,4221
2306,13275
2306,231
2306,5134
2306,5134
2306,9194
2308,8704
2308,10127
2308,4891
2308,2269
2309,10341
2309,821
2310,4058
2310,8974
2310,4131
2310,15014
2310,10228
2310,859
2310,3714
2310,11037
2310,4131
2310,15441
2311,14360
2311,14360
2311,7810
2311,5890
2311,15800
2311,12210
2311,13242
2311,11927
2311,13392
2311,13203
2312,14849
2313,4058
2314,13292
2314,8302
2314,5697
2314,14932
2314,3061
2314,1888
2314,14022
2315,4746
2315,3259
2315,15757
2316,14029
2316,9309
2316,1048
2316,13139
2317,9264
2317,15340
2319,6167
2319,1460
2319,7588
2319,6408
2319,4010
2319,9027
2319,9290
2319,5346
2319,4279
2319,11048
2319,15417
2320,3937
2320,3248
2320,14132
2320,12839
2320,7238
2320,3248
2320,14132
2320,3937
2320,14917
2320,11619
2320,12142
2320,13993
2320,10425
2320,10586
2320,806
2320,510
2320,6596
2320,6596
2320,13158
2322,10462
2322,10462
2325,228
2326,10462
2326,14625
2327,2039
2328,15111
2328,7277
2328,11046
2328,14280
2328,4483
2328,15111
2329,11955
2329,2727
2330,4847
2330,11286
2330,7415
2330,1039
2330,1039
2330,8172
2330,15649
2330,12603
2331,10462
2332,7407
2332,7407
2332,542
2333,14644
2333,261
2333,4799
2333,14329
2333,10314
2336,3924
2336,9266
2336,4436
2336,4335
2336,10627
2340,11117
2340,10334
2340,3117
2340,15156
2340,15611
2340,3422
2340,2945
2342,10014
2342,10477
2342,4160
2342,9203
2342,8786
2342,9357
2342,3110
2342,13316
2343,10831
2343,4058
2343,1395
2343,9366
2343,14088
2343,1168
2343,6304
2343,4113
2343,12452
2343,1068
2343,2285
2343,2210
2343,14385
2343,14288
2343,2748
2343,13393
2343,10831
2343,1900
2343,14118
2343,9645
2343,13393
2343,9048
2343,888
2343,11680
2343,1842
2345,13861
2345,4738
2345,4213
2345,11355
2345,2419
2345,2419
2346,4618
2346,5137
2346,3523
2346,15187
2346,235
2346,14462
2346,994
2346,11316
2346,10653
2348,1418
2348,1187
2348,412
2348,3855
2348,8236
2348,13302
2348,1418
2348,1893
2348,7587
2348,14629
2348,4167
2348,182
2348,15567
2348,3032
2348,9856
2348,3424
2348,46
2348,2602
2348,12131
2348,10936
2348,10175
2348,5368
2348,11651
2348,6678
2349,6400
2349,1870
2349,1870
2349,3007
2349,7456
2350,5047
2350,7601
2350,2267
2350,1391
2350,5627
2351,13678
2352,5271
2353,8106
2353,13365
2355,5396
2356,4282
2356,5104
2356,14195
2356,838
2356,3999
2356,46
2356,4282
2356,12155
2357,1949
2357,3646
2357,10278
2357,1174
2358,10879
2358,2763
2358,6515
2358,15326
2358,627
2358,11190
2358,4599
2358,11230
2358,5341
2359,2296
2360,4522
2360,3269
2360,11453
2360,11502
2360,10425
2360,11618
2360,14273
2360,6029
2360,15460
2360,10187
2360,31
2361,12055
2361,10246
2362,4186
2362,9796
2362,9613
2362,14860
2362,12350
2362,13585
2362,6408
2363,6185
2363,14780
2363,2151
2363,4902
2363,13989
2363,2427
2363,3807
2363,950
2363,11190
2364,10462
2365,15085
2365,519
2365,13249
2365,8793
2365,7238
2365,11362
2365,8328
2366,2385
2366,8642
2366,8642
2366,13662
2366,7922
2366,13069
2366,15078
2367,14664
2367,13832
2367,8868
2367,6527
2367,2110
2367,10869
2369,10462
2369,14126
2370,5387
2371,5980
2371,5980
2371,13354
2371,15569
2372,908
2372,10729
2372,9797
2372,11316
2372,1797
2372,7567
2372,3205
2372,10939
2373,1048
2373,7880
2373,9391
2373,11004
2373,9838
2373,9391
2373,11004
2373,9838
2373,7880
2373,11004
2373,11004
2373,7880
2373,11004
2374,7236
2374,13477
2374,2374
2374,9787
2374,3277
2374,8403
2374,560
2374,11275
2374,2374
2374,9787
2374,8403
2374,3277
2374,560
2374,11275
2374,4079
2374,986
2374,9200
2374,4113
2374,13982
2374,2374
2374,12317
2374,12317
2374,7564
2374,12317
2374,7564
2374,12294
2374,7564
2374,12317
2374,7564
2374,12317
2374,12294
2374,12317
2374,12317
2374,12059
2374,14257
2374,1227
2374,12886
2374,8736
2374,5285
2374,10567
2374,2374
2374,8736
2374,8736
2374,8736
2374,5285
2374,10567
2374,8736
2374,5285
2374,2374
2374,2374
2374,10166
2374,1878
2374,2374
2374,10166
2374,1878
2374,13995
2374,11771
2374,11957
2374,8622
2376,11976
2376,4757
2376,3240
2377,847
2377,5465
2377,14579
2377,3896
2377,15058
2377,7714
2377,11132
2377,7701
2377,9090
2377,8248
2377,5523
2377,847
2377,2965
2377,12388
2377,10341
2377,11264
2377,7710
2377,2151
2377,15485
2377,7698
2377,1085
2377,15958
2377,9268
2377,7968
2377,5308
2377,847
2377,7698
2377,2377
2377,7701
2377,13318
2377,4759
2378,4919
2378,11190
2378,3587
2379,13678
2380,8485
2380,3421
2380,8301
2381,12451
2381,137
2381,7552
2382,15523
2382,6608
2383,3835
2383,7968
2383,8051
2383,6898
2383,5112
2383,1241
2383,1679
2383,1563
2385,6219
2385,6219
2386,15010
2386,7226
2386,9487
2386,11495
2386,12801
2386,15931
2386,8383
2386,14788
2386,12878
2386,9685
2386,12858
2389,12388
2389,13063
2390,11002
2393,12431
2393,14981
2393,12420
2393,15831
2393,1328
2393,11550
2393,10653
2393,4239
2393,1555
2393,11989
2393,3376
2393,1297
2393,15340
2393,8816
2393,13481
2395,12874
2395,174
2395,12874
2395,5601
2395,6479
2396,975
2396,6479
2396,8905
2396,1715
2396,13231
2396,625
2396,1008
2396,1365
2396,1008
2396,8372
2396,11583
2396,975
2396,8905
2397,11976
2397,13364
2397,3165
2397,10462
2398,9796
2398,12042
2398,4598
2398,4236
2398,6002
2398,14494
2398,543
2398,15746
2398,14879
2398,13302
2398,5743
2399,2399
2400,7900
2400,9518
2400,5924
2400,9835
2400,7900
2400,1782
2400,1782
2400,7900
2401,10462
2403,8824
2403,8824
2404,3617
2404,2309
2404,3617
2406,3528
2406,10857
2407,13529
2407,7324
2407,7992
2407,11619
2407,11504
2407,15163
2408,10462
2408,46
2409,13450
2409,13450
2410,11390
2410,11267
2410,14088
2410,4621
2410,9157
2410,9132
2410,2377
2410,11788
2410,5830
2410,10184
2410,3452
2412,1262
2412,15533
2412,15887
2412,6341
2412,2459
2412,14330
2412,12183
2413,1873
2414,4525
2414,13089
2414,13089
2415,8974
2415,14435
2415,8928
2417,13139
2417,13139
2417,1174
2418,2572
2418,5875
2418,15767
2418,2572
2418,15767
2418,13376
2418,2572
2418,5875
2418,14396
2418,10918
2418,14642
2418,5875
2418,694
2419,14126
2419,16138
2419,8391
2419,1666
2419,1666
2419,11026
2419,9924
2419,7340
2419,4004
2419,11293
2419,15493
2419,11026
2419,9924
2419,12248
2419,15493
2419,9924
2419,11026
2419,9924
2419,11026
2419,9924
2419,11026
2420,8485
2420,10462
2420,12814
2420,15156
2420,15611
2420,4621
2420,8485
2420,697
2420,10769
2420,10710
2420,7524
2420,16168
2420,2847
2420,14866
2420,3793
2420,10196
2421,8463
2421,10127
2421,5002
2421,13320
2421,15815
2421,2664
2421,1120
2421,3275
2421,8463
2421,6938
2422,1395
2422,1483
2422,9881
2422,15760
2422,9881
2422,14025
2422,6031
2422,16191
2424,8677
2424,4850
2425,15620
2425,10127
2426,13517
2426,15353
2426,12749
2426,14845
2426,13517
2426,12749
2426,11046
2427,8488
2427,7283
2427,6448
2427,8488
2427,15972
2427,493
2427,6938
2427,15689
2427,10014
2427,6740
2427,8075
2427,3844
2427,10228
2427,8075
2427,7209
2427,7229
2427,3474
2427,1362
